ts,cpu_total,cpu_max_core,ram_used_gb,cpu_server_pct,cpu_client_pct,gpu0_util,gpu0_memutil,gpu0_mem_mib,gpu0_power_w
1785348191.210,1.0,100.0,64.87,0.0,0.0,0,0,0,33.43
1785348192.210,7.9,99.0,65.00,20.9,0.0,0,0,0,33.43
1785348193.210,8.8,100.0,65.10,10.0,0.0,0,0,0,33.43
1785348194.210,5.0,100.0,65.11,14.0,0.0,0,0,0,33.38
1785348195.210,6.7,100.0,65.16,46.0,0.0,0,0,0,33.38
1785348196.210,6.1,100.0,65.19,30.0,0.0,0,0,0,33.38
1785348197.210,7.3,100.0,65.41,186.0,0.0,0,0,0,33.38
1785348198.210,6.4,100.0,65.45,42.0,0.0,0,0,0,33.42
1785348199.211,5.8,100.0,65.45,29.0,0.0,0,0,0,33.47
1785348200.211,7.1,100.0,65.45,30.0,0.0,0,0,0,33.62
1785348201.211,6.0,100.0,65.49,29.0,0.0,0,0,0,33.57
1785348202.211,7.3,100.0,65.51,27.0,0.0,0,0,0,33.37
1785348203.211,6.7,100.0,65.51,28.0,0.0,0,0,0,33.42
1785348204.211,6.2,100.0,65.52,69.0,0.0,0,0,0,33.42
1785348205.211,7.2,100.0,65.57,35.0,0.0,0,0,0,33.33
1785348206.211,5.9,100.0,65.62,29.0,0.0,0,0,0,33.38
1785348207.211,6.9,100.0,65.66,41.0,0.0,0,0,0,33.38
1785348208.211,9.3,100.0,65.68,26.0,0.0,0,0,0,33.38
1785348209.211,5.9,100.0,65.67,37.0,0.0,0,0,0,33.37
1785348210.212,7.5,100.0,65.66,20.0,0.0,0,0,0,33.37
1785348211.212,6.2,100.0,65.68,49.0,0.0,0,0,0,33.37
1785348212.212,6.9,100.0,65.71,22.0,0.0,0,0,0,33.33
1785348213.212,7.1,100.0,65.57,39.0,0.0,0,0,0,33.38
1785348214.212,6.7,100.0,64.88,50.0,0.0,0,0,0,33.43
1785348215.212,7.5,100.0,64.90,48.0,0.0,0,0,0,33.38
1785348216.212,6.8,100.0,64.91,42.0,0.0,0,0,0,33.37
1785348217.212,5.6,100.0,64.90,26.0,0.0,0,0,0,33.31
1785348218.212,5.9,100.0,64.92,29.0,0.0,0,0,0,33.22
1785348219.213,6.4,100.0,64.93,52.0,0.0,0,0,0,33.28
1785348220.213,6.7,100.0,64.94,44.0,0.0,0,0,0,33.33
1785348221.213,5.6,100.0,64.96,47.0,0.0,0,0,0,33.33
1785348222.213,6.7,100.0,64.97,43.0,0.0,0,0,0,33.38
1785348223.213,7.4,100.0,65.01,39.0,0.0,0,0,0,33.38
1785348224.213,7.0,100.0,65.00,37.0,0.0,0,0,0,33.33
1785348225.213,9.6,100.0,64.90,32.0,0.0,0,0,0,33.38
1785348226.213,4.5,100.0,64.90,30.0,0.0,0,0,0,33.44
1785348227.213,8.2,100.0,64.94,34.0,0.0,0,0,0,33.39
1785348228.213,8.8,100.0,64.95,32.0,0.0,0,0,0,33.35
1785348229.214,9.1,99.0,65.24,36.0,0.0,0,0,0,33.41
1785348230.214,8.2,100.0,65.22,30.0,0.0,0,0,0,33.39
1785348231.214,8.2,100.0,65.22,33.0,0.0,0,0,0,33.33
1785348232.214,10.3,100.0,65.18,37.0,0.0,0,0,0,33.29
1785348233.214,7.9,100.0,65.21,34.0,0.0,0,0,0,33.38
1785348234.214,10.0,100.0,65.22,34.0,0.0,0,0,0,33.42
1785348235.214,9.5,100.0,65.37,33.0,0.0,0,0,0,33.34
1785348236.214,6.2,100.0,65.16,28.9,0.0,0,0,0,33.34
1785348237.214,12.0,100.0,65.16,31.2,0.0,0,0,0,33.33
1785348238.214,9.2,100.0,65.18,31.9,0.0,0,0,0,33.43
1785348239.214,7.4,100.0,65.23,33.0,0.0,0,0,0,33.42
1785348240.215,6.9,100.0,65.24,30.0,0.0,0,0,0,33.33
1785348241.215,6.7,100.0,65.24,26.0,0.0,0,0,0,33.33
1785348242.215,6.3,100.0,65.24,16.0,0.0,0,0,0,33.38
1785348243.215,7.6,100.0,65.23,19.0,0.0,0,0,0,33.42
1785348244.215,6.7,100.0,65.25,18.0,0.0,0,0,0,33.42
1785348245.215,5.4,100.0,65.26,19.0,0.0,0,0,0,33.43
1785348246.215,5.0,100.0,65.69,16.0,0.0,0,0,0,33.43
1785348247.215,5.6,100.0,65.68,20.0,0.0,0,0,0,33.43
1785348248.215,6.3,100.0,65.67,18.0,0.0,0,0,0,33.37
1785348249.215,7.1,100.0,65.69,16.0,0.0,0,0,0,33.33
1785348250.215,6.8,100.0,65.69,34.0,0.0,0,0,0,33.38
1785348251.216,6.4,100.0,65.71,27.0,0.0,0,0,0,33.32
1785348252.216,6.3,100.0,65.72,29.0,0.0,0,0,0,33.27
1785348253.216,9.5,100.0,65.72,31.0,0.0,0,0,0,33.38
1785348254.216,8.6,100.0,65.75,28.0,0.0,0,0,0,33.38
1785348255.216,6.8,100.0,65.78,14.0,0.0,0,0,0,33.33
1785348256.216,7.2,100.0,65.76,18.0,0.0,0,0,0,33.38
1785348257.216,5.6,100.0,65.76,25.0,0.0,0,0,0,33.38
1785348258.216,6.3,100.0,65.77,34.0,0.0,0,0,0,33.33
1785348259.216,8.1,100.0,65.76,190.9,0.0,0,0,0,33.33
1785348260.216,5.8,100.0,65.23,39.6,0.0,0,0,0,33.42
1785348261.217,6.6,100.0,65.79,31.0,0.0,0,0,0,33.37
1785348262.217,6.3,100.0,65.81,34.0,0.0,0,0,0,33.28
1785348263.217,7.7,100.0,65.82,15.0,0.0,0,0,0,33.33
1785348264.217,6.7,100.0,65.84,45.0,0.0,0,0,0,33.38
1785348265.217,5.7,100.0,65.85,39.0,0.0,0,0,0,33.42
1785348266.217,6.7,100.0,65.87,40.0,0.0,0,0,0,33.37
1785348267.217,6.6,100.0,65.99,37.0,0.0,0,0,0,33.33
