ts,cpu_total,cpu_max_core,ram_used_gb,cpu_server_pct,cpu_client_pct,gpu0_util,gpu0_memutil,gpu0_mem_mib,gpu0_power_w,gpu1_util,gpu1_memutil,gpu1_mem_mib,gpu1_power_w,gpu2_util,gpu2_memutil,gpu2_mem_mib,gpu2_power_w,gpu3_util,gpu3_memutil,gpu3_mem_mib,gpu3_power_w
1785522019.735,6.2,100.0,89.30,251.0,5.0,86,82,43831,236.03,94,82,43831,229.51,0,0,3,35.56,0,0,3,33.83
1785522020.735,6.9,100.0,89.26,249.0,4.0,85,81,43831,234.21,94,71,43831,229.27,0,0,3,35.56,0,0,3,33.78
1785522021.735,7.1,100.0,89.26,248.0,4.0,85,81,43831,233.76,94,83,43831,227.47,0,0,3,35.50,0,0,3,33.78
1785522022.735,6.5,100.0,89.25,252.0,5.0,83,71,43831,233.54,94,82,43831,228.76,0,0,3,35.40,0,0,3,33.83
1785522023.735,6.4,100.0,89.22,252.0,5.0,90,61,43831,237.53,96,44,43831,229.93,0,0,3,35.46,0,0,3,33.78
1785522024.735,6.5,100.0,89.22,252.0,6.0,85,81,43831,234.83,94,81,43831,229.48,0,0,3,35.51,0,0,3,33.78
1785522025.736,6.6,100.0,89.20,251.0,5.0,86,83,43831,236.71,94,82,43831,225.20,0,0,3,35.51,0,0,3,33.79
1785522026.736,7.0,100.0,89.20,255.0,4.0,86,84,43831,232.63,94,79,43831,225.40,0,0,3,35.51,0,0,3,33.79
1785522027.736,7.3,100.0,89.19,251.0,6.0,83,72,43831,234.66,93,76,43831,223.36,0,0,3,35.52,0,0,3,33.79
1785522028.736,7.9,100.0,89.18,253.0,5.0,84,74,43831,231.20,95,76,43831,221.15,0,0,3,35.58,0,0,3,33.75
1785522029.736,6.7,100.0,89.18,248.0,5.0,85,75,43831,233.79,95,57,43831,227.38,0,0,3,35.53,0,0,3,33.75
1785522030.736,7.2,100.0,89.20,255.0,6.0,84,75,43831,233.69,94,76,43831,227.19,0,0,3,35.52,0,0,3,33.75
1785522031.736,7.0,100.0,89.18,250.0,3.0,87,76,43831,231.04,94,76,43831,223.82,0,0,3,35.51,0,0,3,33.79
1785522032.736,6.9,100.0,89.17,246.8,6.0,88,78,43831,232.12,94,75,43831,223.33,0,0,3,35.50,0,0,3,33.83
1785522033.736,6.4,100.0,89.14,250.0,6.0,85,74,43831,231.40,94,74,43831,226.17,0,0,3,35.54,0,0,3,33.77
1785522034.737,6.6,100.0,89.15,247.8,8.0,85,75,43831,229.62,95,76,43831,222.65,0,0,3,35.55,0,0,3,33.73
1785522035.737,6.5,100.0,89.13,249.2,5.0,86,74,43831,230.70,94,74,43831,224.54,0,0,3,35.66,0,0,3,33.84
1785522036.737,6.6,100.0,89.12,250.0,6.0,85,80,43831,235.34,94,82,43831,226.33,0,0,3,35.61,0,0,3,33.83
1785522037.737,7.3,100.0,89.09,247.0,5.0,85,80,43831,237.54,95,83,43831,229.87,0,0,3,35.46,0,0,3,33.78
1785522038.737,6.7,100.0,89.09,251.0,3.0,86,82,43831,232.51,94,82,43831,228.42,0,0,3,35.46,0,0,3,33.78
1785522039.737,7.7,100.0,89.09,246.0,3.0,83,82,43831,238.34,94,82,43831,229.42,0,0,3,35.51,0,0,3,33.73
1785522040.737,8.3,100.0,89.07,246.0,3.0,85,84,43831,234.57,93,83,43831,230.41,0,0,3,35.54,0,0,3,33.78
1785522041.737,7.4,100.0,89.08,247.0,2.0,84,83,43831,240.49,94,84,43831,231.43,0,0,3,35.54,0,0,3,33.77
1785522042.737,6.3,100.0,89.06,244.0,2.0,87,86,43831,238.34,94,85,43831,230.73,0,0,3,35.55,0,0,3,33.73
1785522043.737,7.3,100.0,89.06,246.3,2.0,86,86,43831,241.93,95,87,43831,238.50,0,0,3,35.46,0,0,3,33.78
1785522044.738,6.7,100.0,89.06,245.7,1.0,83,82,43831,238.79,94,85,43831,230.21,0,0,3,35.46,0,0,3,33.88
1785522045.738,6.5,100.0,89.06,250.0,3.0,86,86,43831,240.84,94,84,43831,233.23,0,0,3,35.50,0,0,3,33.78
1785522046.738,6.8,100.0,89.06,250.0,3.0,86,80,43831,238.58,94,61,43831,223.49,0,0,3,35.49,0,0,3,33.72
1785522047.738,6.9,100.0,89.06,242.0,3.0,92,83,43831,242.83,95,81,43831,231.81,0,0,3,35.50,0,0,3,33.73
1785522048.738,6.3,100.0,89.06,232.0,4.0,94,92,43831,250.01,94,92,43831,240.22,0,0,3,35.56,0,0,3,33.83
1785522049.738,6.8,100.0,89.06,229.0,4.0,94,92,43831,251.07,95,92,43831,241.48,0,0,3,35.60,0,0,3,33.88
1785522050.738,7.1,100.0,89.05,233.2,2.0,86,85,43831,244.01,93,77,43831,240.18,0,0,3,35.44,0,0,3,33.72
