ts,cpu_total,cpu_max_core,ram_used_gb,cpu_server_pct,cpu_client_pct,gpu0_util,gpu0_memutil,gpu0_mem_mib,gpu0_power_w,gpu1_util,gpu1_memutil,gpu1_mem_mib,gpu1_power_w,gpu2_util,gpu2_memutil,gpu2_mem_mib,gpu2_power_w,gpu3_util,gpu3_memutil,gpu3_mem_mib,gpu3_power_w
1785713820.499,4.1,93.9,28.08,128.0,0.0,0,0,0,32.00,0,0,0,30.94,0,0,0,30.47,0,0,0,30.66
1785713821.500,5.3,100.0,28.11,158.0,0.0,0,0,0,32.00,0,0,0,30.90,0,0,0,30.57,0,0,0,30.66
1785713822.500,3.9,100.0,28.11,104.0,0.0,0,0,0,31.99,0,0,0,30.84,0,0,0,30.52,0,0,0,30.65
1785713823.500,3.2,100.0,28.12,57.0,0.0,0,0,1,31.99,0,0,1,30.84,0,0,0,30.47,0,0,0,30.65
1785713824.500,3.8,100.0,28.27,144.0,0.0,0,0,3,32.04,0,0,271,34.31,0,0,3,30.58,0,0,3,30.80
1785713825.500,3.4,96.0,28.26,81.0,0.0,0,0,3,32.04,0,0,271,98.27,0,0,3,30.51,0,0,3,30.71
1785713826.500,3.6,94.9,28.26,73.0,0.0,0,0,3,32.04,0,0,271,98.28,0,0,3,30.48,0,0,3,30.84
1785713827.500,3.5,100.0,28.25,65.0,0.0,0,0,3,32.03,0,0,271,98.70,0,0,3,30.47,0,0,3,30.80
1785713828.500,4.4,100.0,28.26,81.0,0.0,0,0,3,32.03,0,0,271,98.59,0,0,3,30.47,0,0,3,30.76
1785713829.501,5.3,100.0,28.29,118.0,0.0,0,0,3,31.99,0,0,271,98.74,0,0,3,30.47,0,0,3,30.86
1785713830.501,4.5,100.0,28.33,136.0,0.0,0,0,3,31.99,0,0,271,98.82,0,0,3,30.47,0,0,3,30.76
1785713831.501,4.6,95.1,28.36,213.9,0.0,0,0,3,32.04,0,0,271,98.92,0,0,3,30.52,0,0,3,30.66
1785713832.501,5.4,98.0,28.41,248.0,0.0,0,0,3,32.04,0,0,271,99.33,0,0,3,30.52,0,0,3,30.70
1785713833.501,4.2,100.0,28.44,152.0,0.0,0,0,3,32.08,0,0,271,99.43,0,0,3,30.47,0,0,3,30.71
1785713834.501,3.6,100.0,28.45,130.0,0.0,0,0,3,32.04,0,0,271,99.47,0,0,3,30.47,0,0,3,30.76
1785713835.501,4.4,100.0,28.46,146.0,0.0,0,0,3,31.94,0,0,271,99.56,0,0,3,30.52,0,0,3,30.81
1785713836.501,5.1,100.0,28.49,117.0,0.0,0,0,3,31.94,0,0,271,99.66,0,0,3,30.52,0,0,3,30.75
1785713837.502,4.4,93.0,28.53,126.0,0.0,0,0,3,31.99,0,0,271,99.66,0,0,3,30.47,0,0,3,30.80
1785713838.502,4.7,100.0,29.03,188.0,0.0,10,0,437,90.56,10,1,437,99.79,0,0,3,30.53,0,0,3,30.62
1785713839.502,4.6,96.0,29.11,209.0,0.0,0,0,1535,102.17,0,0,495,99.97,0,0,3,30.56,0,0,3,30.65
1785713840.502,5.9,100.0,29.33,787.3,0.0,0,0,7825,102.44,0,0,6785,100.02,0,0,3,30.74,0,0,3,30.66
1785713841.502,3.6,100.0,29.32,80.0,0.0,0,0,7825,102.49,0,0,6785,100.05,0,0,3,30.61,0,0,3,30.65
1785713842.502,2.8,100.0,29.33,66.0,0.0,0,0,7825,102.61,0,0,7825,100.06,0,0,3,30.47,0,0,3,30.66
1785713843.502,4.0,67.3,28.35,137.0,0.0,46,2,7825,104.17,56,2,7825,101.49,0,0,3,30.46,0,0,3,30.72
1785713844.502,3.6,100.0,28.34,205.0,0.0,0,0,7825,103.90,0,0,7769,101.35,0,0,3,30.42,0,0,3,30.76
1785713845.502,4.2,68.0,28.35,189.0,0.0,0,0,7769,102.90,0,0,7951,100.22,0,0,3,30.42,0,0,3,30.71
1785713846.502,3.5,100.0,28.38,165.0,0.0,0,0,7769,102.94,0,0,7951,100.33,0,0,3,30.47,0,0,3,30.66
1785713847.503,3.6,100.0,28.37,137.0,0.0,0,0,7769,103.10,0,0,7951,100.32,0,0,3,30.47,0,0,3,30.71
1785713848.503,2.5,100.0,28.36,58.0,0.0,0,0,7769,103.11,0,0,7951,100.29,0,0,3,30.47,0,0,3,30.75
1785713849.503,3.0,60.0,28.35,66.0,0.0,0,0,7769,103.13,0,0,7951,100.26,0,0,3,30.52,0,0,3,30.71
1785713850.503,3.4,100.0,28.31,96.0,0.0,0,0,7769,103.19,0,0,7951,100.25,0,0,3,30.52,0,0,3,30.71
1785713851.503,3.5,62.6,28.31,84.0,0.0,0,0,7769,103.27,0,0,7951,100.28,0,0,3,30.47,0,0,3,30.75
1785713852.503,2.7,100.0,28.30,23.0,0.0,0,0,7769,103.32,0,0,7951,100.36,0,0,3,30.48,0,0,3,30.70
1785713853.503,3.2,100.0,28.30,22.0,0.0,0,0,7769,103.32,0,0,7951,100.43,0,0,3,30.47,0,0,3,30.61
1785713854.503,2.0,100.0,28.28,21.0,0.0,0,0,7769,103.37,0,0,7951,100.49,0,0,3,30.52,0,0,3,30.61
1785713855.504,2.3,87.1,28.27,23.0,0.0,0,0,7769,103.51,0,0,7951,100.49,0,0,3,30.47,0,0,3,30.66
1785713856.504,2.2,100.0,28.24,23.0,0.0,0,0,7769,103.55,0,0,7951,100.49,0,0,3,30.42,0,0,3,30.66
1785713857.504,4.4,82.0,28.26,22.0,0.0,0,0,7769,103.50,0,0,7951,100.54,0,0,3,30.52,0,0,3,30.66
1785713858.504,4.2,100.0,28.26,20.0,0.0,0,0,7769,103.60,0,0,7951,100.58,0,0,3,30.57,0,0,3,30.66
1785713859.504,3.2,100.0,28.25,20.0,0.0,0,0,7769,103.69,0,0,7951,100.63,0,0,3,30.47,0,0,3,30.66
1785713860.504,2.2,100.0,28.25,20.0,0.0,0,0,7769,103.69,0,0,7951,100.63,0,0,3,30.47,0,0,3,30.67
1785713861.504,2.3,90.9,28.24,20.0,0.0,0,0,7769,103.82,0,0,7951,100.68,0,0,3,30.52,0,0,3,30.81
1785713862.504,2.8,100.0,28.25,22.0,0.0,0,0,7769,103.88,0,0,7951,100.73,0,0,3,30.47,0,0,3,30.80
1785713863.504,3.1,84.2,28.26,22.0,0.0,0,0,7769,103.81,0,0,7951,100.73,0,0,3,30.42,0,0,3,30.81
1785713864.505,3.1,100.0,28.22,22.0,0.0,0,0,7769,103.89,0,0,7951,100.75,0,0,3,30.42,0,0,3,30.76
1785713865.505,3.5,100.0,28.23,17.0,0.0,0,0,7769,103.90,0,0,7951,100.85,0,0,3,30.47,0,0,3,30.57
1785713866.505,2.4,100.0,28.23,21.0,0.0,0,0,7769,103.85,0,0,7951,100.93,0,0,3,30.47,0,0,3,30.66
1785713867.505,2.2,94.0,28.21,20.0,0.0,0,0,7769,103.95,0,0,7951,100.96,0,0,3,30.47,0,0,3,30.71
1785713868.505,4.0,100.0,28.21,22.0,0.0,0,0,7769,104.05,0,0,7951,101.00,0,0,3,30.61,0,0,3,30.66
1785713869.505,3.4,87.0,28.21,23.0,0.0,0,0,7769,104.24,0,0,7951,101.01,0,0,3,30.62,0,0,3,30.66
1785713870.505,1.9,100.0,28.22,19.0,0.0,0,0,7769,104.29,0,0,7951,100.97,0,0,3,30.47,0,0,3,30.66
1785713871.505,2.7,100.0,28.21,19.0,0.0,0,0,7769,104.23,0,0,7951,101.02,0,0,3,30.47,0,0,3,30.66
1785713872.505,1.9,100.0,28.20,20.0,0.0,0,0,7769,104.33,0,0,7951,101.06,0,0,3,30.52,0,0,3,30.65
1785713873.505,2.2,96.0,28.20,20.0,0.0,0,0,7769,104.44,0,0,7951,101.01,0,0,3,30.47,0,0,3,30.70
1785713874.505,2.1,100.0,28.20,21.0,0.0,0,0,7769,104.45,0,0,7951,100.98,0,0,3,30.47,0,0,3,30.71
1785713875.506,2.3,88.9,28.21,21.0,0.0,0,0,7769,104.34,0,0,7951,101.03,0,0,3,30.52,0,0,3,30.62
1785713876.506,2.0,100.0,28.20,21.0,0.0,0,0,7769,104.39,0,0,7951,101.16,0,0,3,30.47,0,0,3,30.72
1785713877.506,2.5,100.0,28.19,21.0,0.0,0,0,7769,104.44,0,0,7951,101.14,0,0,3,30.47,0,0,3,30.80
1785713878.506,2.6,100.0,28.18,20.0,0.0,0,0,7769,104.41,0,0,7951,101.11,0,0,3,30.47,0,0,3,30.81
1785713879.506,2.9,97.0,28.20,19.0,0.0,0,0,7769,104.51,0,0,7951,101.17,0,0,3,30.52,0,0,3,30.77
1785713880.506,2.9,99.0,29.13,100.8,0.0,0,0,7769,104.54,0,0,7951,101.22,0,0,3,30.53,0,0,3,30.67
1785713881.506,3.5,100.0,29.67,134.0,0.0,0,0,7825,104.57,0,0,8027,101.31,0,0,3,30.49,0,0,3,30.67
1785713882.506,4.7,74.7,29.41,140.7,0.0,0,0,8141,122.90,0,0,8495,122.49,0,0,3,30.49,0,0,3,30.67
1785713883.506,4.1,43.4,29.29,79.0,0.0,0,0,7785,105.95,0,0,8495,104.48,0,0,3,30.49,0,0,3,30.72
1785713884.507,2.2,61.0,28.89,8.0,0.0,0,0,7785,105.91,0,0,8495,102.25,0,0,3,30.48,0,0,3,30.86
1785713885.507,2.5,100.0,28.96,16.0,0.0,0,0,7785,105.54,0,0,8495,103.07,0,0,3,30.52,0,0,3,30.80
1785713886.507,2.8,81.0,28.91,115.6,0.0,0,0,42049,107.73,0,0,42231,108.87,0,0,3,30.52,0,0,3,30.66
1785713887.507,3.8,100.0,28.92,192.0,0.0,63,43,42229,137.36,52,37,42413,131.46,0,0,3,30.62,0,0,3,30.66
1785713888.507,3.8,100.0,29.04,192.0,0.0,46,47,42235,227.44,53,53,42417,200.04,0,0,3,30.72,0,0,3,30.71
1785713889.507,3.2,100.0,29.10,170.0,0.0,63,62,42397,205.30,54,53,42535,180.89,0,0,3,30.57,0,0,3,30.72
1785713890.507,3.6,86.0,29.17,172.6,0.0,55,60,42433,221.14,48,53,42595,203.20,0,0,3,30.47,0,0,3,30.67
1785713891.507,2.6,100.0,29.15,26.9,0.0,0,0,42433,111.09,0,0,42595,107.53,0,0,3,30.52,0,0,3,30.67
1785713892.507,2.4,64.0,29.15,17.0,0.0,0,0,42433,106.33,0,0,42595,103.09,0,0,3,30.52,0,0,3,30.67
1785713893.508,2.2,100.0,29.18,25.1,0.0,0,0,42433,106.24,0,0,42595,103.02,0,0,3,30.52,0,0,3,30.72
1785713894.508,3.1,71.0,29.15,14.9,0.0,0,0,42433,106.18,0,0,42595,102.97,0,0,3,30.47,0,0,3,30.71
1785713895.508,2.2,100.0,29.17,18.0,0.0,0,0,42433,106.16,0,0,42595,102.96,0,0,3,30.42,0,0,3,30.66
1785713896.508,4.9,57.4,29.19,25.0,0.0,37,22,42475,114.51,0,0,42635,102.96,0,0,3,30.47,0,0,3,30.67
1785713897.508,4.3,100.0,29.28,132.5,0.0,0,0,42477,114.43,0,0,42635,103.09,0,0,3,30.47,0,0,3,30.67
1785713898.508,4.7,100.0,29.29,138.3,0.0,0,0,42477,114.43,0,0,42861,102.90,0,0,3,30.47,0,0,3,30.66
1785713899.508,5.1,100.0,29.27,136.0,0.0,0,0,42477,106.19,0,0,42861,103.10,0,0,3,30.47,0,0,3,30.65
1785713900.508,5.3,100.0,29.30,113.9,0.0,0,0,42477,106.19,0,0,42861,103.02,0,0,3,30.47,0,0,3,30.66
1785713901.508,4.3,100.0,29.30,124.1,0.0,0,0,42477,106.32,0,0,42865,103.54,0,0,3,30.47,0,0,3,30.71
1785713902.508,4.2,100.0,29.28,107.4,0.0,0,0,42477,106.32,0,0,43165,103.19,0,0,3,30.42,0,0,3,30.71
1785713903.509,4.2,100.0,29.37,145.0,0.0,0,0,42477,106.31,0,0,43165,103.25,0,0,3,30.47,0,0,3,30.71
1785713904.509,3.7,60.0,29.44,97.5,0.0,0,0,42493,106.35,2,1,43185,105.79,0,0,3,30.52,0,0,3,30.71
1785713905.509,2.7,99.0,29.40,35.0,0.0,0,0,42493,123.55,0,0,43185,103.71,0,0,3,30.51,0,0,3,30.66
1785713906.509,2.8,77.0,29.37,110.1,0.0,0,0,42493,106.45,0,0,43185,103.12,0,0,3,30.51,0,0,3,30.66
1785713907.509,2.4,100.0,29.33,76.0,0.0,0,0,42493,106.29,0,0,43185,103.13,0,0,3,30.47,0,0,3,30.71
1785713908.509,2.4,70.0,29.46,67.2,0.0,0,0,42493,106.29,0,0,43185,103.16,0,0,3,30.52,0,0,3,30.71
1785713909.509,2.8,92.2,29.45,27.9,0.0,0,0,42493,106.34,0,0,43185,103.12,0,0,3,30.57,0,0,3,30.62
1785713910.509,2.6,69.0,29.46,37.0,0.0,0,0,42493,106.31,0,0,43185,103.12,0,0,3,30.57,0,0,3,30.61
1785713911.509,2.8,100.0,29.42,40.0,0.0,0,0,42493,106.73,0,0,43185,103.17,0,0,3,30.57,0,0,3,30.71
1785713912.509,2.0,100.0,29.42,29.0,0.0,0,0,42493,106.66,0,0,43185,103.51,0,0,3,30.52,0,0,3,30.76
1785713913.510,2.9,100.0,29.43,29.0,0.0,0,0,42493,106.18,0,0,43185,103.42,0,0,3,30.42,0,0,3,30.76
1785713914.510,2.8,97.0,29.42,48.0,0.0,0,0,42493,106.71,0,0,43185,103.12,0,0,3,30.42,0,0,3,30.66
1785713915.510,2.2,99.0,29.43,21.0,0.0,0,0,42493,106.80,0,0,43185,103.17,0,0,3,30.47,0,0,3,30.61
1785713916.510,2.0,91.0,29.41,22.0,0.0,0,0,42493,106.38,0,0,43185,103.36,0,0,3,30.47,0,0,3,30.67
1785713917.510,3.9,100.0,29.42,32.0,0.0,0,0,42493,106.76,0,0,43185,103.37,0,0,3,30.47,0,0,3,30.61
1785713918.510,4.1,100.0,29.42,22.0,0.0,0,0,42493,106.76,0,0,43185,103.12,0,0,3,30.47,0,0,3,30.61
1785713919.510,3.7,100.0,29.41,46.0,0.0,0,0,42493,106.76,0,0,43185,103.17,0,0,3,30.47,0,0,3,30.72
1785713920.510,1.7,99.0,29.43,17.0,0.0,0,0,42493,106.28,0,0,43185,103.17,0,0,3,30.57,0,0,3,30.72
1785713921.511,3.1,52.5,29.40,125.0,0.0,0,0,42493,106.34,0,0,43185,103.12,0,0,3,30.61,0,0,3,30.66
1785713922.511,3.2,59.0,29.40,139.3,0.0,0,0,42493,106.84,0,0,43185,103.36,0,0,3,30.47,0,0,3,30.61
1785713923.511,2.0,100.0,29.38,28.9,0.0,0,0,42493,106.84,0,0,43185,103.46,0,0,3,30.42,0,0,3,30.61
1785713924.511,2.2,100.0,29.43,62.0,0.0,0,0,42493,106.37,0,0,43185,103.21,0,0,3,30.51,0,0,3,30.66
1785713925.511,2.1,100.0,29.44,52.0,0.0,0,0,42493,106.39,0,0,43185,103.17,0,0,3,30.52,0,0,3,30.67
1785713926.511,2.3,100.0,29.44,7.0,0.0,0,0,42493,106.41,0,0,43185,103.22,0,0,3,30.47,0,0,3,30.66
1785713927.511,1.5,96.0,29.43,7.0,0.0,0,0,42493,106.41,0,0,43185,103.26,0,0,3,30.52,0,0,3,30.66
1785713928.511,1.8,96.0,29.43,6.0,0.0,0,0,42493,106.50,0,0,43185,103.22,0,0,3,30.52,0,0,3,30.72
1785713929.511,2.7,100.0,29.42,7.0,0.0,0,0,42493,106.50,0,0,43185,103.22,0,0,3,30.47,0,0,3,30.72
1785713930.511,3.6,100.0,29.59,6.0,48.0,0,0,42493,106.44,0,0,43185,103.21,0,0,3,30.47,0,0,3,30.67
1785713931.512,8.6,100.0,29.61,6.0,626.9,0,0,42493,106.47,0,0,43185,103.22,0,0,3,30.52,0,0,3,30.67
1785713932.512,2.0,100.0,29.60,5.0,21.0,0,0,42493,106.47,0,0,43185,103.27,0,0,3,30.47,0,0,3,30.66
1785713933.512,2.8,94.0,29.61,7.0,18.0,0,0,42493,106.57,0,0,43185,103.20,0,0,3,30.42,0,0,3,30.66
1785713934.512,3.3,100.0,29.62,6.0,31.0,0,0,42493,106.57,0,0,43185,103.15,0,0,3,30.47,0,0,3,30.67
1785713935.512,2.7,100.0,29.61,6.0,23.0,0,0,42493,106.52,0,0,43185,103.26,0,0,3,30.47,0,0,3,30.67
1785713936.512,2.1,100.0,29.60,5.0,14.0,0,0,42493,106.42,0,0,43185,103.32,0,0,3,30.47,0,0,3,30.67
1785713937.512,2.1,100.0,29.61,6.0,22.0,0,0,42493,106.49,0,0,43185,103.27,0,0,3,30.52,0,0,3,30.66
1785713938.512,2.1,100.0,29.61,7.0,10.0,0,0,42493,106.50,0,0,43185,103.24,0,0,3,30.52,0,0,3,30.66
1785713939.512,2.4,91.0,29.62,5.0,15.0,0,0,42493,106.89,0,0,43185,103.38,0,0,3,30.47,0,0,3,30.72
1785713940.513,2.4,100.0,29.63,7.0,26.0,0,0,42493,106.88,0,0,43185,103.46,0,0,3,30.47,0,0,3,30.72
1785713941.513,2.0,93.1,29.63,6.0,8.0,0,0,42493,106.50,0,0,43185,103.41,0,0,3,30.52,0,0,3,30.81
1785713942.513,2.9,100.0,29.61,6.0,7.0,0,0,42493,106.50,0,0,43185,103.40,0,0,3,30.52,0,0,3,30.85
1785713943.513,3.0,100.0,29.61,7.0,7.0,0,0,42493,106.49,0,0,43185,103.35,0,0,3,30.47,0,0,3,30.91
1785713944.513,2.1,100.0,29.62,6.0,6.0,0,0,42493,106.94,0,0,43185,103.37,0,0,3,30.52,0,0,3,30.85
1785713945.513,2.2,66.0,29.61,7.0,32.0,0,0,42493,106.90,0,0,43185,103.31,0,0,3,30.58,0,0,3,30.66
1785713946.513,2.3,100.0,29.60,7.0,53.0,0,0,42493,106.52,0,0,43185,103.20,0,0,3,30.48,0,0,3,30.67
1785713947.513,2.1,73.0,29.59,6.0,29.0,0,0,42493,106.63,0,0,43185,103.26,0,0,3,30.42,0,0,3,30.72
1785713948.513,1.9,100.0,29.60,7.0,16.0,0,0,42493,106.58,0,0,43185,103.51,0,0,3,30.47,0,0,3,30.72
1785713949.514,2.0,100.0,29.62,6.0,19.0,0,0,42493,106.58,0,0,43185,103.46,0,0,3,30.52,0,0,3,30.71
1785713950.514,2.0,100.0,29.62,7.0,23.0,0,0,42493,106.64,0,0,43185,103.59,0,0,3,30.57,0,0,3,30.71
1785713951.514,2.6,48.0,29.63,7.0,17.0,0,0,42493,106.63,0,0,43185,103.64,0,0,3,30.58,0,0,3,30.72
1785713952.514,1.9,100.0,29.62,6.0,13.0,0,0,42493,106.60,0,0,43185,103.41,0,0,3,30.58,0,0,3,30.86
1785713953.514,2.9,70.0,29.66,5.0,28.0,0,0,42493,106.56,0,0,43185,103.41,0,0,3,30.57,0,0,3,30.81
1785713954.514,1.8,100.0,29.65,8.0,14.0,0,0,42493,106.54,0,0,43185,103.46,0,0,3,30.52,0,0,3,30.81
1785713955.514,2.0,100.0,29.66,5.0,13.0,0,0,42493,106.57,0,0,43185,103.45,0,0,3,30.52,0,0,3,30.86
1785713956.514,4.0,100.0,29.65,6.0,15.0,0,0,42493,106.62,0,0,43185,103.35,0,0,3,30.47,0,0,3,30.72
1785713957.515,2.2,63.0,29.65,8.0,17.0,0,0,42493,106.62,0,0,43185,103.40,0,0,3,30.47,0,0,3,30.72
1785713958.515,2.9,100.0,29.69,6.0,25.0,0,0,42493,106.57,0,0,43185,103.40,0,0,3,30.53,0,0,3,30.72
1785713959.515,1.9,66.3,29.70,7.0,16.0,0,0,42493,106.96,0,0,43185,103.41,0,0,3,30.48,0,0,3,30.66
1785713960.515,2.0,100.0,29.71,6.0,28.0,0,0,42493,107.02,0,0,43185,103.36,0,0,3,30.47,0,0,3,30.65
1785713961.515,2.0,100.0,29.71,6.0,27.0,0,0,42493,107.02,0,0,43185,103.31,0,0,3,30.57,0,0,3,30.71
1785713962.515,2.2,100.0,29.70,6.0,14.0,0,0,42493,107.02,0,0,43185,103.37,0,0,3,30.57,0,0,3,30.76
1785713963.515,2.1,56.6,29.68,7.0,14.0,0,0,42493,106.65,0,0,43185,103.32,0,0,3,30.42,0,0,3,30.76
1785713964.515,2.1,100.0,29.68,7.0,14.0,0,0,42493,107.06,0,0,43185,103.31,0,0,3,30.42,0,0,3,30.72
1785713965.515,1.9,65.0,29.69,7.0,13.0,0,0,42493,107.01,0,0,43185,103.36,0,0,3,30.52,0,0,3,30.72
1785713966.516,2.0,100.0,29.68,7.0,13.0,0,0,42493,106.61,0,0,43185,103.30,0,0,3,30.57,0,0,3,30.71
1785713967.516,1.8,100.0,29.69,7.0,14.0,0,0,42493,106.63,0,0,43185,103.30,0,0,3,30.57,0,0,3,30.62
1785713968.516,3.4,100.0,29.69,4.0,33.0,0,0,42493,106.57,0,0,43185,103.36,0,0,3,30.52,0,0,3,30.62
1785713969.516,3.7,100.0,29.75,5.0,40.0,0,0,42493,106.58,0,0,43185,103.33,0,0,3,30.52,0,0,3,30.66
1785713970.516,2.9,100.0,29.76,6.0,31.0,0,0,42493,106.58,0,0,43185,103.38,0,0,3,30.57,0,0,3,30.67
1785713971.516,2.6,56.0,29.74,5.0,46.0,0,0,42493,106.63,0,0,43185,103.70,0,0,3,30.52,0,0,3,30.67
1785713972.516,2.3,100.0,29.75,7.0,39.0,0,0,42493,106.63,0,0,43185,103.64,0,0,3,30.42,0,0,3,30.67
1785713973.516,1.9,100.0,29.75,6.0,17.0,0,0,42493,106.63,0,0,43185,103.45,0,0,3,30.42,0,0,3,30.81
1785713974.516,4.0,100.0,29.74,6.0,17.0,0,0,42493,106.62,0,0,43185,103.41,0,0,3,30.52,0,0,3,30.81
1785713975.517,2.0,72.0,29.74,7.0,16.0,0,0,42493,106.62,0,0,43185,103.32,0,0,3,30.57,0,0,3,30.71
1785713976.517,2.0,100.0,29.74,5.0,12.0,0,0,42493,106.62,0,0,43185,103.42,0,0,3,30.52,0,0,3,30.71
1785713977.517,3.6,73.0,29.74,8.0,11.0,0,0,42493,107.01,0,0,43185,103.37,0,0,3,30.47,0,0,3,30.72
1785713978.517,3.6,100.0,29.74,6.0,11.0,0,0,42493,107.02,0,0,43185,103.51,0,0,3,30.47,0,0,3,30.71
1785713979.517,3.3,100.0,29.75,6.0,34.0,0,0,42493,106.65,0,0,43185,103.56,0,0,3,30.47,0,0,3,30.66
1785713980.517,2.1,100.0,29.76,8.0,34.0,0,0,42493,106.63,0,0,43185,103.74,0,0,3,30.47,0,0,3,30.66
1785713981.517,2.2,82.2,29.77,6.0,39.0,0,0,42493,106.62,0,0,43185,103.72,0,0,3,30.47,0,0,3,30.71
1785713982.517,2.0,100.0,29.75,6.0,17.0,0,0,42493,107.06,0,0,43185,103.58,0,0,3,30.47,0,0,3,30.70
1785713983.517,2.9,68.0,29.74,9.0,25.0,0,0,42493,107.06,0,0,43185,103.58,0,0,3,30.47,0,0,3,30.65
1785713984.518,1.9,100.0,29.73,6.0,12.0,0,0,42493,107.01,0,0,43185,103.43,0,0,3,30.47,0,0,3,30.70
1785713985.518,2.0,100.0,29.74,5.0,33.0,0,0,42493,107.05,0,0,43185,103.42,0,0,3,30.57,0,0,3,30.66
1785713986.518,2.2,100.0,29.73,7.0,28.0,0,0,42493,107.10,0,0,43185,103.38,0,0,3,30.56,0,0,3,30.61
1785713987.518,1.8,85.9,29.73,8.0,18.0,0,0,42493,106.67,0,0,43185,103.42,0,0,3,30.47,0,0,3,30.66
1785713988.518,2.3,100.0,29.72,7.0,34.0,0,0,42493,106.67,0,0,43185,103.39,0,0,3,30.47,0,0,3,30.61
1785713989.518,1.8,78.0,29.72,4.0,18.0,0,0,42493,106.62,0,0,43185,103.43,0,0,3,30.51,0,0,3,30.61
1785713990.518,3.4,100.0,29.72,8.0,17.0,0,0,42493,106.57,0,0,43185,103.40,0,0,3,30.51,0,0,3,30.70
1785713991.518,4.0,100.0,29.74,6.0,19.0,0,0,42493,107.04,0,0,43185,103.40,0,0,3,30.47,0,0,3,30.71
1785713992.518,2.1,100.0,29.76,6.0,19.0,0,0,42493,107.04,0,0,43185,103.42,0,0,3,30.47,0,0,3,30.66
1785713993.519,1.9,88.8,29.77,6.0,18.0,0,0,42493,106.67,0,0,43185,103.34,0,0,3,30.47,0,0,3,30.66
1785713994.519,2.6,55.0,29.74,8.0,19.0,0,0,42493,106.67,0,0,43185,103.33,0,0,3,30.47,0,0,3,30.71
1785713995.519,2.0,80.8,29.75,6.0,15.0,0,0,42493,107.07,0,0,43185,103.42,0,0,3,30.47,0,0,3,30.75
1785713996.519,2.0,100.0,29.73,5.0,19.0,0,0,42493,107.12,0,0,43185,103.45,0,0,3,30.47,0,0,3,30.70
1785713997.519,2.0,100.0,29.73,9.0,19.0,0,0,42493,107.10,0,0,43185,103.64,0,0,3,30.47,0,0,3,30.66
1785713998.519,2.2,100.0,29.73,6.0,22.0,0,0,42493,107.12,0,0,43185,103.65,0,0,3,30.47,0,0,3,30.67
1785713999.519,2.6,72.4,29.76,7.0,19.0,0,0,42493,107.17,0,0,43185,103.44,0,0,3,30.52,0,0,3,30.66
1785714000.519,2.2,100.0,29.75,5.0,17.9,0,0,42493,107.13,0,0,43185,103.37,0,0,3,30.52,0,0,3,30.65
1785714001.519,2.2,88.0,29.76,7.0,18.0,0,0,42493,107.08,0,0,43185,103.38,0,0,3,30.42,0,0,3,30.70
1785714002.520,2.2,100.0,29.76,6.0,20.0,0,0,42493,107.10,0,0,43185,103.43,0,0,3,30.42,0,0,3,30.75
1785714003.520,4.5,100.0,29.77,6.0,19.0,0,0,42493,106.71,0,0,43185,103.40,0,0,3,30.52,0,0,3,30.75
1785714004.520,3.1,100.0,29.77,3.0,21.0,0,0,42493,106.71,0,0,43185,103.37,0,0,3,30.52,0,0,3,30.70
1785714005.520,2.5,100.0,29.77,7.0,22.0,0,0,42493,106.71,0,0,43185,103.33,0,0,3,30.52,0,0,3,30.70
1785714006.520,2.3,83.2,29.77,9.0,19.0,0,0,42493,106.71,0,0,43185,103.31,0,0,3,30.57,0,0,3,30.70
1785714007.520,2.6,100.0,29.75,5.0,18.0,0,0,42493,106.68,0,0,43185,103.37,0,0,3,30.52,0,0,3,30.66
1785714008.520,2.2,86.0,29.76,6.0,24.0,0,0,42493,106.68,0,0,43185,103.46,0,0,3,30.47,0,0,3,30.66
1785714009.520,2.3,100.0,29.76,7.0,17.0,0,0,42493,106.73,0,0,43185,103.56,0,0,3,30.47,0,0,3,30.65
1785714010.520,2.0,100.0,29.76,7.0,18.0,0,0,42493,106.68,0,0,43185,103.51,0,0,3,30.47,0,0,3,30.65
1785714011.521,2.1,100.0,29.76,5.0,20.0,0,0,42493,106.67,0,0,43185,103.43,0,0,3,30.52,0,0,3,30.70
1785714012.521,2.1,76.8,29.74,9.0,18.0,0,0,42493,106.76,0,0,43185,103.43,0,0,3,30.47,0,0,3,30.76
1785714013.521,2.1,100.0,29.74,5.0,20.0,0,0,42493,106.73,0,0,43185,103.41,0,0,3,30.42,0,0,3,30.71
1785714014.521,2.0,83.0,29.75,7.0,18.0,0,0,42493,106.68,0,0,43185,103.48,0,0,3,30.47,0,0,3,30.71
1785714015.521,2.1,100.0,29.74,7.0,20.0,0,0,42493,106.73,0,0,43185,103.43,0,0,3,30.47,0,0,3,30.71
1785714016.521,3.6,100.0,29.73,6.0,18.0,0,0,42493,106.78,0,0,43185,103.40,0,0,3,30.57,0,0,3,30.67
1785714017.521,2.7,100.0,29.76,5.0,17.0,0,0,42493,106.68,0,0,43185,103.44,0,0,3,30.62,0,0,3,30.67
1785714018.521,2.0,74.0,29.77,8.0,20.0,0,0,42493,106.65,0,0,43185,103.41,0,0,3,30.62,0,0,3,30.67
1785714019.521,2.4,100.0,29.77,6.0,19.0,0,0,42493,106.70,0,0,43185,103.40,0,0,3,30.62,0,0,3,30.67
