ts,cpu_total,cpu_max_core,ram_used_gb,cpu_server_pct,cpu_client_pct,gpu0_util,gpu0_memutil,gpu0_mem_mib,gpu0_power_w
1785126490.514,7.6,100.0,72.34,30.0,0.0,0,0,0,33.19
1785126491.515,6.0,89.0,72.33,18.0,0.0,0,0,0,33.19
1785126492.515,6.1,100.0,72.31,22.0,0.0,0,0,0,33.14
1785126493.515,5.7,100.0,72.32,26.0,0.0,0,0,0,33.14
1785126494.515,6.1,100.0,72.32,19.0,0.0,0,0,0,33.28
1785126495.515,6.4,100.0,72.34,19.0,0.0,0,0,0,33.33
1785126496.515,7.3,100.0,72.33,47.0,0.0,0,0,0,33.19
1785126497.515,6.8,100.0,72.32,12.0,0.0,0,0,0,33.18
1785126498.515,9.5,100.0,72.34,12.0,0.0,0,0,0,33.13
1785126499.515,6.5,100.0,72.35,28.0,0.0,0,0,0,33.12
1785126500.515,7.1,100.0,72.36,40.0,0.0,0,0,0,33.08
1785126501.516,7.3,100.0,72.37,20.0,0.0,0,0,0,33.09
1785126502.516,6.4,100.0,72.38,19.0,0.0,0,0,0,33.14
1785126503.516,8.3,100.0,72.36,30.0,0.0,0,0,0,33.14
1785126504.516,6.6,100.0,72.35,18.0,0.0,0,0,0,33.14
1785126505.516,7.4,100.0,72.35,15.0,0.0,0,0,0,33.14
1785126506.516,7.9,100.0,72.37,18.0,0.0,0,0,0,33.13
1785126507.516,6.9,99.0,72.38,20.0,0.0,0,0,0,33.18
1785126508.516,7.6,100.0,72.36,43.0,0.0,0,0,0,33.23
1785126509.516,6.4,100.0,72.36,12.0,0.0,0,0,0,33.17
1785126510.516,7.1,99.0,72.35,14.0,0.0,0,0,0,33.22
1785126511.517,6.7,100.0,72.36,29.0,0.0,0,0,0,33.23
1785126512.517,7.5,100.0,72.49,3.0,0.0,0,0,0,33.19
1785126513.517,8.6,100.0,72.58,197.1,0.0,0,0,0,33.19
1785126514.517,6.7,100.0,72.60,38.0,0.0,0,0,0,33.23
1785126515.517,7.4,100.0,72.55,36.0,0.0,0,0,0,33.22
1785126516.517,5.9,100.0,72.59,20.0,0.0,0,0,0,33.22
1785126517.517,7.0,100.0,72.62,34.0,0.0,0,0,0,33.23
1785126518.517,6.8,100.0,72.64,22.0,0.0,0,0,0,33.18
1785126519.517,6.4,100.0,72.63,30.0,0.0,0,0,0,33.08
1785126520.517,6.5,100.0,72.67,16.0,0.0,0,0,0,33.23
1785126521.517,7.4,100.0,72.71,35.0,0.0,0,0,0,33.33
1785126522.518,6.2,100.0,72.77,63.0,0.0,0,0,0,33.24
1785126523.518,5.5,100.0,72.82,35.0,0.0,0,0,0,33.19
1785126524.518,5.5,100.0,72.84,33.0,0.0,0,0,0,33.14
1785126525.518,6.9,100.0,72.87,40.0,0.0,0,0,0,33.23
1785126526.518,6.2,100.0,72.89,29.0,0.0,0,0,0,33.24
1785126527.518,5.6,100.0,71.66,32.0,0.0,0,0,0,33.19
1785126528.518,5.7,100.0,71.71,45.0,0.0,0,0,0,33.18
1785126529.518,6.4,100.0,72.06,26.0,0.0,0,0,0,33.15
1785126530.518,5.4,100.0,72.59,9.0,0.0,0,0,0,33.15
1785126531.518,5.6,100.0,72.85,29.0,0.0,0,0,0,33.19
1785126532.518,5.9,100.0,72.86,30.0,0.0,0,0,0,33.19
1785126533.519,5.8,100.0,72.88,61.0,0.0,0,0,0,33.19
1785126534.519,6.5,100.0,72.86,41.9,0.0,0,0,0,33.15
1785126535.519,6.0,100.0,72.85,20.0,0.0,0,0,0,33.10
1785126536.519,5.5,100.0,72.85,18.0,0.0,0,0,0,33.10
1785126537.519,5.8,100.0,72.87,39.0,0.0,0,0,0,33.15
1785126538.519,6.6,100.0,72.88,54.0,0.0,0,0,0,33.19
